id,text,STOPWORD,Cleaned,sentiment,VaderScore
8.40E+17,disgraceful mindset displayed by noon league mna typical male chavinist getting abusive about females as show of his machoism,disgraceful mindset displayed noon league mna typical male chavinist getting abusive females show machoism,disgraceful mindset displayed noon league mna typical male chavinist getting abusive females show machoism,negative,negative
8.40E+17,have spoken to and about todays incident pti will take up the issue strongly in the na tomorrow,spoken todays incident pti take issue strongly na tomorrow,spoken todays incident pti take issue strongly na tomorrow,positive,positive
8.39E+17,thought provoking article on womens day need substantive actions not just words,thought provoking article womens day need substantive actions words,thought provoking article womens day need substantive actions words,neutral,negative
8.39E+17,pml ney hasbe adat qarardad ki mukhalifat ki lekin qarardad key haq mein ziada votes parey ,pml ney hasbe adat qarardad ki mukhalifat ki lekin qarardad key haq mein ziada votes parey,pml ney hasbe adat qarardad ki mukhalifat ki lekin qarardad key haq mein ziada votes parey,neutral,neutral
8.39E+17,sarkari flats mein rahney waley mulazmeen ki salary sey najaiz katooti band karney ki meri qarardad assembly mein manzoor ,sarkari flats mein rahney waley mulazmeen ki salary sey najaiz katooti band karney ki meri qarardad assembly mein manzoor,sarkari flats mein rahney waley mulazmeen ki salary sey najaiz katooti band karney ki meri qarardad assembly mein manzoor,neutral,neutral
8.38E+17,psl trophy seems half way to peshawar from islamabad already,psl trophy seems half way peshawar islamabad already,psl trophy seems half way peshawar islamabad already,negative,neutral
8.38E+17,the full of life and joy dean jones has also arrivedwearing very nice white kurta emoji smiling face with smiling eyes pictwittercomcxcbytep,full life joy dean jones also arrivedwearing nice white kurta emoji smiling face smiling eyes pictwittercomcxcbytep,full life joy dean jones also arrivedwearing nice white kurta emoji smiling face smiling eyes pictwittercomcxcbytep,positive,positive
8.38E+17,reached the stadium with us too for those who have not met him he has great sense of humour pictwittercomuzevnabg,reached stadium us met great sense humour pictwittercomuzevnabg,reached stadium us met great sense humour pictwittercomuzevnabg,positive,positive
8.38E+17,special welcome to sir vivian richards one of the greatest batsmen of all times and truly classy guy he has won all pakistanis heart,special welcome sir vivian richards one greatest batsmen times truly classy guy pakistanis heart,special welcome sir vivian richards one greatest batsmen times truly classy guy pakistanis heart,positive,positive
8.38E+17,kp ministers shah farman on their way to lahore to watch psl final ofcourse all of them supporting zalmi pictwittercommqhhixrw,kp ministers shah farman way lahore watch psl final ofcourse supporting zalmi pictwittercommqhhixrw,kp ministers shah farman way lahore watch psl final ofcourse supporting zalmi pictwittercommqhhixrw,positive,positive
8.38E+17,who told you pti was against watching the match in any case pti is democratic political party and not mughal darbar like some othersemoji smiling face with smiling eyes,told pti watching match case pti democratic political party mughal darbar like othersemoji smiling face smiling eyes,told pti watching match case pti democratic political party mughal darbar like othersemoji smiling face smiling eyes,neutral,positive
8.38E+17,squash legend the great jahangir khan on the same flight as me to go to lahore he says he is supporting zalmi emoji smiling face with smiling eyes,squash legend great jahangir khan flight go lahore says supporting zalmi emoji smiling face smiling eyes,squash legend great jahangir khan flight go lahore says supporting zalmi emoji smiling face smiling eyes,positive,positive
8.38E+17,looking forward to being in the gaddafi stadium tomorrow to watch the psl final hope we have great match and everyone stays safe secure,looking forward gaddafi stadium tomorrow watch psl final hope great match everyone stays safe secure,looking forward gaddafi stadium tomorrow watch psl final hope great match everyone stays safe secure,positive,positive
8.37E+17,may allah give him place in jannat our continued independence is owed to sacrifices by men like lt khawar ,may allah give place jannat continued independence owed sacrifices men like lt khawar,may allah give place jannat continued independence owed sacrifices men like lt khawar,neutral,positive
8.37E+17,what do children of bb have to say about criminal pressure put on ,children bb say criminal pressure put,children bb say criminal pressure put,negative,negative
8.37E+17,regional president pti hyderabad being pressurized to change political allegiance with false cases being filed against him,regional president pti hyderabad pressurized change political allegiance false cases filed,regional president pti hyderabad pressurized change political allegiance false cases filed,negative,neutral
8.37E+17,headed straight towards the next bailout package as predicted by almost every independent economist no surprises so far ,headed straight towards next bailout package predicted almost every independent economist surprises far,headed straight towards next bailout package predicted almost every independent economist surprises far,positive,neutral
8.37E+17,is it just my impression or is actually playing the best cricket of his life in psl ,impression actually playing best cricket life psl,impression actually playing best cricket life psl,positive,positive
8.37E+17,psl final key barey mein meri rai ,psl final key barey mein meri rai,psl final key barey mein meri rai,neutral,neutral
8.36E+17,uber or careem should start service to the moon also ,uber careem start service moon also,uber careem start service moon also,neutral,neutral
8.35E+17,if any one pakistani is unfairly treated every pakistani should stand up in their defence thats how great nations are made,one pakistani unfairly treated every pakistani stand defence thats great nations made,one pakistani unfairly treated every pakistani stand defence thats great nations made,positive,positive
8.35E+17,there are widespread reports that racial profiling like this notice is being resorted to by punjab govt agencies,widespread reports racial profiling like notice resorted punjab govt agencies,widespread reports racial profiling like notice resorted punjab govt agencies,neutral,positive
8.35E+17,of course it does not reflect the views of million people of punjab who are large hearted and national in their thinking,course reflect views million people punjab large hearted national thinking,course reflect views million people punjab large hearted national thinking,positive,neutral
8.35E+17,sharam ani chahiye yeh mulk mein dahshat gardee rok rahey hain ya mulk taqseem karney ki koshish kar rahey hain meinbheepukhtoonhoon pictwittercomqtuznwh,sharam ani chahiye yeh mulk mein dahshat gardee rok rahey hain ya mulk taqseem karney ki koshish kar rahey hain meinbheepukhtoonhoon pictwittercomqtuznwh,sharam ani chahiye yeh mulk mein dahshat gardee rok rahey hain ya mulk taqseem karney ki koshish kar rahey hain meinbheepukhtoonhoon pictwittercomqtuznwh,neutral,neutral
8.35E+17,it also enhances the participation of vice chairmen if union council and counselors consistent with pti vision of grass roots empowerment,also enhances participation vice chairmen union council counselors consistent pti vision grass roots empowerment,also enhances participation vice chairmen union council counselors consistent pti vision grass roots empowerment,positive,positive
8.35E+17,the amendments enhance the authority and financial resources of both the metropolitan corporation and the union councils,amendments enhance authority financial resources metropolitan corporation union councils,amendments enhance authority financial resources metropolitan corporation union councils,neutral,positive
8.35E+17,article of the constitution envisages lg system which is politically financially and administratively empowered,article constitution envisages lg system politically financially administratively empowered,article constitution envisages lg system politically financially administratively empowered,neutral,neutral
8.35E+17,submitted islamabad local govt amendment bill today to align the lg law with the true spirit of the constitution,submitted islamabad local govt amendment bill today align lg law true spirit constitution,submitted islamabad local govt amendment bill today align lg law true spirit constitution,positive,positive
8.34E+17,with what is happening to the govt inside the supreme court it is no surprise their ministers are panicking and threatening journalists,happening govt inside supreme court surprise ministers panicking threatening journalists,happening govt inside supreme court surprise ministers panicking threatening journalists,neutral,negative
8.34E+17,also the quote from me in the article is misquote it has mixed two different things said in the meeting,also quote article misquote mixed two different things said meeting,also quote article misquote mixed two different things said meeting,neutral,neutral
8.34E+17,where in the article does it say that said what you attributed to me you are confusing the heading with what said,article say said attributed confusing heading said,article say said attributed confusing heading said,negative,negative
8.34E+17,admirable display of bravery by the police to limit damage in the charsadda karcheri attack,admirable display bravery police limit damage charsadda karcheri attack,admirable display bravery police limit damage charsadda karcheri attack,neutral,positive
8.34E+17,ameen,ameen,ameen,neutral,neutral
8.34E+17, want to meet the person who has spread the story about me saying this,want meet person spread story saying,want meet person spread story saying,neutral,positive
8.34E+17,yet another example of what pakistani women are capable of achieving given the right opportunity ,yet another example pakistani women capable achieving given right opportunity,yet another example pakistani women capable achieving given right opportunity,positive,positive
8.32E+17,when on earth have said this,earth said,earth said,neutral,neutral
8.32E+17,an attack on the shrine in sehwan is an attack on humanity and on the spiritual foundations of pakistan,attack shrine sehwan attack humanity spiritual foundations pakistan,attack shrine sehwan attack humanity spiritual foundations pakistan,neutral,negative
8.32E+17,finally one of the judges said to salman raja what most pakistanis have been saying your story is illogical and unbelievable,finally one judges said salman raja pakistanis saying story illogical unbelievable,finally one judges said salman raja pakistanis saying story illogical unbelievable,negative,positive
8.32E+17,he categorically said no mortgage was created to buy the mayfair flats in even produced evidence to prove that hns lied to the nation,categorically said mortgage created buy mayfair flats even produced evidence prove hns lied nation,categorically said mortgage created buy mayfair flats even produced evidence prove hns lied nation,neutral,negative
8.32E+17,husain nawaz in his interview with hamid mir said he bought the mayfair flats by mortgaging the flats his lawyer today said that is false,husain nawaz interview hamid mir said bought mayfair flats mortgaging flats lawyer today said false,husain nawaz interview hamid mir said bought mayfair flats mortgaging flats lawyer today said false,negative,neutral
8.32E+17,yet again we saw sharif family lawyer totally contradicting what family member said to the nation this has become norm in this case,yet saw sharif family lawyer totally contradicting family member said nation become norm case,yet saw sharif family lawyer totally contradicting family member said nation become norm case,neutral,negative
8.31E+17,sorry that was meant to be battle between people security forces of pakistan against terrorists,sorry meant battle people security forces pakistan terrorists,sorry meant battle people security forces pakistan terrorists,negative,negative
8.31E+17,we rightly acknowledge bravery of army personnel who give their lives to defend the nation must also recognize policemen doing the same,rightly acknowledge bravery army personnel give lives defend nation must also recognize policemen,rightly acknowledge bravery army personnel give lives defend nation must also recognize policemen,positive,positive
8.31E+17,boss lets enforce this zero tolerance for corruption policy on national leaderspcb and all other institutions will get reformed after that ,boss lets enforce zero tolerance corruption policy national leaderspcb institutions get reformed,boss lets enforce zero tolerance corruption policy national leaderspcb institutions get reformed,neutral,positive
8.31E+17,lafz khiyal aur jurrat jinn ko jhuk jhuk karey salamaaj ki raat aur saree ratein likh do faiz key naam ,lafz khiyal aur jurrat jinn ko jhuk jhuk karey salamaaj ki raat aur saree ratein likh faiz key naam,lafz khiyal aur jurrat jinn ko jhuk jhuk karey salamaaj ki raat aur saree ratein likh faiz key naam,neutral,neutral
8.31E+17,faiz sahib ki salgira par unn key liye jamiluddin aali ka likha hoa behtreen khiraje tehseen yaad giya ,faiz sahib ki salgira par unn key liye jamiluddin aali ka likha hoa behtreen khiraje tehseen yaad giya,faiz sahib ki salgira par unn key liye jamiluddin aali ka likha hoa behtreen khiraje tehseen yaad giya,neutral,neutral
8.31E+17,matches draw the biggest crowds at attendance sunday with zalmi playing was more than double thatof saturday,matches draw biggest crowds attendance sunday zalmi playing double thatof saturday,matches draw biggest crowds attendance sunday zalmi playing double thatof saturday,neutral,positive
8.31E+17,all here to watch psl can have great program on psl emoji smiling face with smiling eyes,watch psl great program psl emoji smiling face smiling eyes,watch psl great program psl emoji smiling face smiling eyes,positive,positive
8.31E+17,best international cricketers playing in front of near empty stands inshallah one day soon psl will play in packed stadiums in pakistan,best international cricketers playing front near empty stands inshallah one day soon psl play packed stadiums pakistan,best international cricketers playing front near empty stands inshallah one day soon psl play packed stadiums pakistan,positive,positive
8.30E+17,looking forward to seeing the psl action live in the stadium today tv just cant capture the atmosphere in the stadium,looking forward seeing psl action live stadium today tv cant capture atmosphere stadium,looking forward seeing psl action live stadium today tv cant capture atmosphere stadium,positive,neutral
8.30E+17,bhatta mazdoor aaj bhee ghulami ki zindagi guzar rahey hain inshallah inn ko iss ghulami sey azad karwaein gey ,bhatta mazdoor aaj bhee ghulami ki zindagi guzar rahey hain inshallah inn ko iss ghulami sey azad karwaein gey,bhatta mazdoor aaj bhee ghulami ki zindagi guzar rahey hain inshallah inn ko iss ghulami sey azad karwaein gey,neutral,neutral
8.30E+17,seems like the house of cards built on borrowed money and massive advertisements is beginning to crumble exactly as many had predicted,seems like house cards built borrowed money massive advertisements beginning crumble exactly many predicted,seems like house cards built borrowed money massive advertisements beginning crumble exactly many predicted,positive,positive
8.30E+17,biggest trade deficit in pak history was last year which was about billion at current pace the deficit will be more than billion ,biggest trade deficit pak history last year billion current pace deficit billion,biggest trade deficit pak history last year billion current pace deficit billion,neutral,negative
8.30E+17,in the months since the end of the imf program the foreign exchange reserves have fallen by billion despite increase in foreign debt,months since end imf program foreign exchange reserves fallen billion despite increase foreign debt,months since end imf program foreign exchange reserves fallen billion despite increase foreign debt,negative,negative
8.30E+17,record trade deficit of million in jan with oil prices only going up to barrel vs oil price of when this govt came to power,record trade deficit million jan oil prices going barrel vs oil price govt came power,record trade deficit million jan oil prices going barrel vs oil price govt came power,neutral,negative
8.30E+17,the pace of accumulation of circular debt is expected to accelerate with the recent increase in oil prices ,pace accumulation circular debt expected accelerate recent increase oil prices,pace accumulation circular debt expected accelerate recent increase oil prices,negative,negative
8.29E+17,nandipur project is gift which just keeps giving cost increase years of delay now om contract higher than nepra notified rate,nandipur project gift keeps giving cost increase years delay om contract higher nepra notified rate,nandipur project gift keeps giving cost increase years delay om contract higher nepra notified rate,positive,positive
8.29E+17,ab jo hakomat ko mazeed time mil giya hai tu kia qatri shehzadey sey teesrey khat ka intezam ho ga ya naya shehzada dhoonda jaey ga,ab jo hakomat ko mazeed time mil giya hai tu kia qatri shehzadey sey teesrey khat ka intezam ho ga ya naya shehzada dhoonda jaey ga,ab jo hakomat ko mazeed time mil giya hai tu kia qatri shehzadey sey teesrey khat ka intezam ho ga ya naya shehzada dhoonda jaey ga,neutral,negative
8.28E+17,bharat saal aur bhee riyasati dahshat gardee karta rahey kashmir key awam key azadi key jazbey ko nahee daba sakta,bharat saal aur bhee riyasati dahshat gardee karta rahey kashmir key awam key azadi key jazbey ko nahee daba sakta,bharat saal aur bhee riyasati dahshat gardee karta rahey kashmir key awam key azadi key jazbey ko nahee daba sakta,neutral,neutral
8.28E+17,just saw this very funky rickshaw st century innovationshould be in the museum of modern art emoji smiling face with smiling eyes pictwittercomatpqpvgayg,saw funky rickshaw st century innovationshould museum modern art emoji smiling face smiling eyes pictwittercomatpqpvgayg,saw funky rickshaw st century innovationshould museum modern art emoji smiling face smiling eyes pictwittercomatpqpvgayg,positive,positive
8.28E+17,saddened by qudsia bano passing away allah unn ko jannat naseeb karey,saddened qudsia bano passing away allah unn ko jannat naseeb karey,saddened qudsia bano passing away allah unn ko jannat naseeb karey,neutral,negative
8.27E+17,ptis resolution criticizing trumps racist visa policy not allowed to be debated by the deputy speakerscared gora sahib naraz ho jaey ga,ptis resolution criticizing trumps racist visa policy allowed debated deputy speakerscared gora sahib naraz ho jaey ga,ptis resolution criticizing trumps racist visa policy allowed debated deputy speakerscared gora sahib naraz ho jaey ga,neutral,negative
8.27E+17,pakistani hukmaranoon ki jotey polish karney key policy par sirf yahee kaha ja sakta hai hameeat naam tha jis ka gayee taimur key ghar sey,pakistani hukmaranoon ki jotey polish karney key policy par sirf yahee kaha ja sakta hai hameeat naam tha jis ka gayee taimur key ghar sey,pakistani hukmaranoon ki jotey polish karney key policy par sirf yahee kaha ja sakta hai hameeat naam tha jis ka gayee taimur key ghar sey,neutral,neutral
8.27E+17,shameless statement by pak foreign office regarding trumps racist visa policy if you cant stand up for principles atleast stay quiet,shameless statement pak foreign office regarding trumps racist visa policy cant stand principles atleast stay quiet,shameless statement pak foreign office regarding trumps racist visa policy cant stand principles atleast stay quiet,negative,negative
8.26E+17,pml jawab dena pasand karey gi key uss ki islamabad key awam sey kia dushmani hai aur kis baat ka badla ley rahee hai,pml jawab dena pasand karey gi key uss ki islamabad key awam sey kia dushmani hai aur kis baat ka badla ley rahee hai,pml jawab dena pasand karey gi key uss ki islamabad key awam sey kia dushmani hai aur kis baat ka badla ley rahee hai,neutral,negative
8.26E+17,iss sey pehley jab islamabad ke naujawanon ki wafaqi hakoomat mein nokri ki qarardad jo mein ney pesh ki uss ki bhee pml ney mukhalifat ki,iss sey pehley jab islamabad ke naujawanon ki wafaqi hakoomat mein nokri ki qarardad jo mein ney pesh ki uss ki bhee pml ney mukhalifat ki,iss sey pehley jab islamabad ke naujawanon ki wafaqi hakoomat mein nokri ki qarardad jo mein ney pesh ki uss ki bhee pml ney mukhalifat ki,neutral,neutral
8.26E+17,aaj assembly mein sabit ho giya key pti islamabad key mutasereen key sath aur pml islamabad ki qabza mafia key sath kharee hai,aaj assembly mein sabit ho giya key pti islamabad key mutasereen key sath aur pml islamabad ki qabza mafia key sath kharee hai,aaj assembly mein sabit ho giya key pti islamabad key mutasereen key sath aur pml islamabad ki qabza mafia key sath kharee hai,neutral,neutral
8.26E+17,tariq fazal chaudhary assembly mein kahtey hain key mutasereen khushi khushi cda ko apni zameen detey hain,tariq fazal chaudhary assembly mein kahtey hain key mutasereen khushi khushi cda ko apni zameen detey hain,tariq fazal chaudhary assembly mein kahtey hain key mutasereen khushi khushi cda ko apni zameen detey hain,neutral,neutral
8.26E+17,mera bill jo cda ka islamabad key mutasereen ki zameen par jabri qabzey ko khatam karney key liye tha pml ney uss ki mukhalifat kar di,mera bill jo cda ka islamabad key mutasereen ki zameen par jabri qabzey ko khatam karney key liye tha pml ney uss ki mukhalifat kar di,mera bill jo cda ka islamabad key mutasereen ki zameen par jabri qabzey ko khatam karney key liye tha pml ney uss ki mukhalifat kar di,neutral,neutral
8.26E+17,great to see malam jabba resort which was shutdown due to terrorism operating again kp tourism is high priority area for kp govt pti ,great see malam jabba resort shutdown due terrorism operating kp tourism high priority area kp govt pti,great see malam jabba resort shutdown due terrorism operating kp tourism high priority area kp govt pti,positive,negative
8.26E+17,another great final between two great players surely no one will beat roger federers grand slam record now,another great final two great players surely one beat roger federers grand slam record,another great final two great players surely one beat roger federers grand slam record,positive,positive
8.25E+17,the good thing about is that his racism is overt and not cloaked in veneer of false civility,good thing racism overt cloaked veneer false civility,good thing racism overt cloaked veneer false civility,positive,negative
8.25E+17,another pakistani woman nominated for the oscar pakistani women keep making us proud ,another pakistani woman nominated oscar pakistani women keep making us proud,another pakistani woman nominated oscar pakistani women keep making us proud,positive,positive
8.25E+17,mian sahib ki qatari rescue dobara puhunch gayee pehli walee ka tu tyre puncture ho giya tha iss ka mustaqbil bhee aisa hi hai,mian sahib ki qatari rescue dobara puhunch gayee pehli walee ka tu tyre puncture ho giya tha iss ka mustaqbil bhee aisa hi hai,mian sahib ki qatari rescue dobara puhunch gayee pehli walee ka tu tyre puncture ho giya tha iss ka mustaqbil bhee aisa hi hai,neutral,positive
8.24E+17, hope maryam safdars lawyer is being paid very hefty fee by his clients as what is he is having to face in the court is extremely painful,hope maryam safdars lawyer paid hefty fee clients face court extremely painful,hope maryam safdars lawyer paid hefty fee clients face court extremely painful,negative,negative
8.24E+17,got to see lovely snowfall today lekin achey pakorey nahee miley rastey mein pictwittercomhsmlt,got see lovely snowfall today lekin achey pakorey nahee miley rastey mein pictwittercomhsmlt,got see lovely snowfall today lekin achey pakorey nahee miley rastey mein pictwittercomhsmlt,positive,positive
8.23E+17,kamal ki nazm likhi hai monnoo bhai aaj key pakistan key muashrey par iss sey behtar tabsara mushkil hai ,kamal ki nazm likhi hai monnoo bhai aaj key pakistan key muashrey par iss sey behtar tabsara mushkil hai,kamal ki nazm likhi hai monnoo bhai aaj key pakistan key muashrey par iss sey behtar tabsara mushkil hai,neutral,neutral
8.23E+17,would the whole society including political leaders media judiciary let this killing of workers continue if they were from rich families,would whole society including political leaders media judiciary let killing workers continue rich families,would whole society including political leaders media judiciary let killing workers continue rich families,positive,negative
8.23E+17,are there any safety standards for workers of punjab govt contractors who is responsible for implementing these standards,safety standards workers punjab govt contractors responsible implementing standards,safety standards workers punjab govt contractors responsible implementing standards,positive,positive
8.23E+17, workers have died constructing the orange train so far no accountability poor workers life is meaningless ,workers died constructing orange train far accountability poor workers life meaningless,workers died constructing orange train far accountability poor workers life meaningless,negative,negative
8.22E+17,did not live up to the hope he generated when elected but did his job with dignity fair degree of success from us standpoint,live hope generated elected job dignity fair degree success us standpoint,live hope generated elected job dignity fair degree success us standpoint,positive,positive
8.22E+17,the mere fact that quaid azams mother tongue was gujrati is good enough reason for us to help preserve the language in pakistan,mere fact quaid azams mother tongue gujrati good enough reason us help preserve language pakistan,mere fact quaid azams mother tongue gujrati good enough reason us help preserve language pakistan,positive,positive
8.22E+17,although can understand lot of the conversation in gujrati my own command over the language stops at kem cho maja ma cho ,although understand lot conversation gujrati command language stops kem cho maja cho,although understand lot conversation gujrati command language stops kem cho maja cho,neutral,negative
8.22E+17,my childhood in neighborhood near dhoraji and then as student in govt commerce college is filled with memories of gujrati speaking friends,childhood neighborhood near dhoraji student govt commerce college filled memories gujrati speaking friends,childhood neighborhood near dhoraji student govt commerce college filled memories gujrati speaking friends,positive,positive
8.22E+17,hope the sind govt and gujrati speaking philanthropists provide support for the preservation of gujrati language ,hope sind govt gujrati speaking philanthropists provide support preservation gujrati language,hope sind govt gujrati speaking philanthropists provide support preservation gujrati language,neutral,positive
8.22E+17,citizens globally are standing up against corruption accountability of rulers is needed to ensure democracy works for all not just few ,citizens globally standing corruption accountability rulers needed ensure democracy works,citizens globally standing corruption accountability rulers needed ensure democracy works,neutral,positive
8.22E+17,for months steel mill is shut down for lack of payment of gas bill as result losing billions so psm was deliberately being destroyed,months steel mill shut lack payment gas bill result losing billions psm deliberately destroyed,months steel mill shut lack payment gas bill result losing billions psm deliberately destroyed,neutral,negative
8.22E+17,govt says billion gas bill will be settled by the govt or deferred before the lease of psm why was this not done for the last months,govt says billion gas bill settled govt deferred lease psm done last months,govt says billion gas bill settled govt deferred lease psm done last months,neutral,neutral
8.22E+17,so the govt is admitting that the problem is not state owned or notthe problem is who is running the state,govt admitting problem state owned notthe problem running state,govt admitting problem state owned notthe problem running state,neutral,negative
8.22E+17,the govt considering to lease steel mill to an iranian state companyso the state of pak cant run the mill but the state of iran can,govt considering lease steel mill iranian state companyso state pak cant run mill state iran,govt considering lease steel mill iranian state companyso state pak cant run mill state iran,neutral,neutral
8.21E+17,the defence being presented of the pm does not tantamount to contempt of court but it is contempt of democracy and people of pakistan,defence presented pm tantamount contempt court contempt democracy people pakistan,defence presented pm tantamount contempt court contempt democracy people pakistan,neutral,negative
8.21E+17,after being told for years that the na is the place to discuss and solve all national issues now we are being told it is place to lie,told years na place discuss solve national issues told place lie,told years na place discuss solve national issues told place lie,neutral,positive
8.21E+17,for days the pms lawyer is pleading that the prime minister has right deceive the nation and lie to it when he is speaking in assembly,days pms lawyer pleading prime minister right deceive nation lie speaking assembly,days pms lawyer pleading prime minister right deceive nation lie speaking assembly,positive,negative
8.21E+17,the pms lawyer has cited us uk and indian constitutions case laws rights conventionsall to prove that pm has right to lie in the na,pms lawyer cited us uk indian constitutions case laws rights conventionsall prove pm right lie na,pms lawyer cited us uk indian constitutions case laws rights conventionsall prove pm right lie na,positive,neutral
8.21E+17,saw some lovely pictures of the quaid and his wife and sister at the nca pindi campus during visit there today pictwittercomkwmbvsqh,saw lovely pictures quaid wife sister nca pindi campus visit today pictwittercomkwmbvsqh,saw lovely pictures quaid wife sister nca pindi campus visit today pictwittercomkwmbvsqh,positive,positive
8.21E+17,would be interesting to see the data for pakhow many peoples net worth is equalled by just zardari nawaz sharif mansha and malik riaz ,would interesting see data pakhow many peoples net worth equalled zardari nawaz sharif mansha malik riaz,would interesting see data pakhow many peoples net worth equalled zardari nawaz sharif mansha malik riaz,positive,positive
8.21E+17,more than half an hour after landing at islamabad airport pk still waiting for parking bayanother first in my travel experience ,half hour landing islamabad airport pk still waiting parking bayanother first travel experience,half hour landing islamabad airport pk still waiting parking bayanother first travel experience,positive,neutral
8.21E+17,kufr toota khuda khuda kar keyfinally win in australia after long long time hopefully the first of at least two more,kufr toota khuda khuda kar keyfinally win australia long long time hopefully first least two,kufr toota khuda khuda kar keyfinally win australia long long time hopefully first least two,positive,positive
8.20E+17,many parallels with pakistan except we have this concentration of wealth power not with legit business but criminals parading as democrats,many parallels pakistan except concentration wealth power legit business criminals parading democrats,many parallels pakistan except concentration wealth power legit business criminals parading democrats,positive,negative
8.20E+17,in it chomsky analyzes the causes effects of extreme concentration of wealth and power and how it is subverting democracy,chomsky analyzes causes effects extreme concentration wealth power subverting democracy,chomsky analyzes causes effects extreme concentration wealth power subverting democracy,negative,positive
8.20E+17,watch requiem for the american dream brilliant thought provoking commentary by noam chomsky ,watch requiem american dream brilliant thought provoking commentary noam chomsky,watch requiem american dream brilliant thought provoking commentary noam chomsky,positive,positive
8.19E+17,jawab mein qanoon aur jamhoriat ka dars sunney ko milta hai kia faida qanoon aur insaf key idaroon ka agar kamzor ki hifazat na kar sakein,jawab mein qanoon aur jamhoriat ka dars sunney ko milta hai kia faida qanoon aur insaf key idaroon ka agar kamzor ki hifazat na kar sakein,jawab mein qanoon aur jamhoriat ka dars sunney ko milta hai kia faida qanoon aur insaf key idaroon ka agar kamzor ki hifazat na kar sakein,neutral,negative
8.19E+17,kia kisi taqatwar ko iss mulk mein saza ho saktee hai chahey woh kam sin bachoon par zulm karey ya mazdooron ki maut ka zimmedar ho,kia kisi taqatwar ko iss mulk mein saza ho saktee hai chahey woh kam sin bachoon par zulm karey ya mazdooron ki maut ka zimmedar ho,kia kisi taqatwar ko iss mulk mein saza ho saktee hai chahey woh kam sin bachoon par zulm karey ya mazdooron ki maut ka zimmedar ho,neutral,negative
8.19E+17,iss muashrey mein ghareeb ki bachee ho tu tayyaba wala salook aur mazdoor ho tu orange train par kaam karney waloon ki tarah maut,iss muashrey mein ghareeb ki bachee ho tu tayyaba wala salook aur mazdoor ho tu orange train par kaam karney waloon ki tarah maut,iss muashrey mein ghareeb ki bachee ho tu tayyaba wala salook aur mazdoor ho tu orange train par kaam karney waloon ki tarah maut,neutral,neutral
8.19E+17,orange train par kaam karney waley mazdoroon ki maut ki saza kisi ko miley gi construction company ki intezamiamalikan punjab govt,orange train par kaam karney waley mazdoroon ki maut ki saza kisi ko miley gi construction company ki intezamiamalikan punjab govt,orange train par kaam karney waley mazdoroon ki maut ki saza kisi ko miley gi construction company ki intezamiamalikan punjab govt,neutral,neutral
8.19E+17,where is the billions of dollars worth of much talked about lng citizens suffering due shortage of gas in the th winter of sharif govt,billions dollars worth much talked lng citizens suffering due shortage gas th winter sharif govt,billions dollars worth much talked lng citizens suffering due shortage gas th winter sharif govt,positive,negative
8.18E+17,failed neo liberal policies which have not been used by single country to successfully industrialize have their only believers in pak,failed neo liberal policies used single country successfully industrialize believers pak,failed neo liberal policies used single country successfully industrialize believers pak,positive,neutral
8.18E+17,excellent article on deindustrialization of pakistan disastrous policy prescriptions destroying pak competitiveness,excellent article deindustrialization pakistan disastrous policy prescriptions destroying pak competitiveness,excellent article deindustrialization pakistan disastrous policy prescriptions destroying pak competitiveness,positive,negative
8.18E+17,the recent spate of disappearances of social activists is deeply disturbing interior minister needs to clarify situation and take action,recent spate disappearances social activists deeply disturbing interior minister needs clarify situation take action,recent spate disappearances social activists deeply disturbing interior minister needs clarify situation take action,negative,negative
8.18E+17,visited bhitt shah and paid my respect at the mazar of the great sufi saint all of pakistan is intellectually enriched by his teachings pictwittercomfuwbrvstq,visited bhitt shah paid respect mazar great sufi saint pakistan intellectually enriched teachings pictwittercomfuwbrvstq,visited bhitt shah paid respect mazar great sufi saint pakistan intellectually enriched teachings pictwittercomfuwbrvstq,positive,positive
8.18E+17,this time the tax amnesty is open to all tax evaders money launderers criminals who looted and hid their money abroad,time tax amnesty open tax evaders money launderers criminals looted hid money abroad,time tax amnesty open tax evaders money launderers criminals looted hid money abroad,neutral,negative
8.18E+17,yet another tax amnesty scheme being offereda record th amnesty under this govt yet another slap in the face of honest tax payers,yet another tax amnesty scheme offereda record th amnesty govt yet another slap face honest tax payers,yet another tax amnesty scheme offereda record th amnesty govt yet another slap face honest tax payers,positive,positive
8.18E+17,raheel sharif accepting to become head of military alliance which parliament of pakistan had decided not to become part of is unfortunate,raheel sharif accepting become head military alliance parliament pakistan decided become part unfortunate,raheel sharif accepting become head military alliance parliament pakistan decided become part unfortunate,negative,negative
8.18E+17,have requested to set up high level taskforce to immediately work on implementation plans for fata integration with kp,requested set high level taskforce immediately work implementation plans fata integration kp,requested set high level taskforce immediately work implementation plans fata integration kp,positive,neutral
8.18E+17,great to hear that all parties have agreed to fata merger with kp inshallah the black law of fcr will be part of history,great hear parties agreed fata merger kp inshallah black law fcr part history,great hear parties agreed fata merger kp inshallah black law fcr part history,positive,positive
8.18E+17,sad to have such an end to an incredibly successful career of as captain he has been great servant of pak cricket,sad end incredibly successful career captain great servant pak cricket,sad end incredibly successful career captain great servant pak cricket,positive,positive
